date,from_currency,to_currency,rate,source,currency_pair
2020-06-02,USD,KES,106.3,alpha_vantage,USD/KES
2020-06-03,USD,KES,106.08,alpha_vantage,USD/KES
2020-06-04,USD,KES,106,alpha_vantage,USD/KES
2020-06-05,USD,KES,106.03,alpha_vantage,USD/KES
2020-06-08,USD,KES,106.2,alpha_vantage,USD/KES
2020-06-09,USD,KES,106.35,alpha_vantage,USD/KES
2020-06-10,USD,KES,106.45,alpha_vantage,USD/KES
2020-06-11,USD,KES,106.35,alpha_vantage,USD/KES
2020-06-12,USD,KES,106.35,alpha_vantage,USD/KES
2020-06-15,USD,KES,106.35,alpha_vantage,USD/KES
2020-06-16,USD,KES,106.35,alpha_vantage,USD/KES
2020-06-17,USD,KES,106.18,alpha_vantage,USD/KES
2020-06-18,USD,KES,106.18,alpha_vantage,USD/KES
2020-06-19,USD,KES,106.25,alpha_vantage,USD/KES
2020-06-22,USD,KES,106.3,alpha_vantage,USD/KES
2020-06-23,USD,KES,106.3,alpha_vantage,USD/KES
2020-06-24,USD,KES,106.3,alpha_vantage,USD/KES
2020-06-25,USD,KES,106.3,alpha_vantage,USD/KES
2020-06-26,USD,KES,106.4,alpha_vantage,USD/KES
2020-06-29,USD,KES,106.45,alpha_vantage,USD/KES
2020-06-30,USD,KES,106.45,alpha_vantage,USD/KES
2020-07-01,USD,KES,106.35,alpha_vantage,USD/KES
2020-07-02,USD,KES,106.6,alpha_vantage,USD/KES
2020-07-03,USD,KES,106.45,alpha_vantage,USD/KES
2020-07-06,USD,KES,106.5,alpha_vantage,USD/KES
2020-07-07,USD,KES,106.65,alpha_vantage,USD/KES
2020-07-08,USD,KES,106.85,alpha_vantage,USD/KES
2020-07-09,USD,KES,106.85,alpha_vantage,USD/KES
2020-07-10,USD,KES,107,alpha_vantage,USD/KES
2020-07-13,USD,KES,107,alpha_vantage,USD/KES
2020-07-14,USD,KES,107.2,alpha_vantage,USD/KES
2020-07-15,USD,KES,107.3,alpha_vantage,USD/KES
2020-07-16,USD,KES,107.4,alpha_vantage,USD/KES
2020-07-17,USD,KES,107.4,alpha_vantage,USD/KES
2020-07-20,USD,KES,107.55,alpha_vantage,USD/KES
2020-07-21,USD,KES,107.75,alpha_vantage,USD/KES
2020-07-22,USD,KES,107.9,alpha_vantage,USD/KES
2020-07-23,USD,KES,107.9,alpha_vantage,USD/KES
2020-07-24,USD,KES,107.75,alpha_vantage,USD/KES
2020-07-27,USD,KES,107.7,alpha_vantage,USD/KES
2020-07-28,USD,KES,107.7,alpha_vantage,USD/KES
2020-07-29,USD,KES,107.6,alpha_vantage,USD/KES
2020-07-30,USD,KES,107.65,alpha_vantage,USD/KES
2020-07-31,USD,KES,107.65,alpha_vantage,USD/KES
2020-08-03,USD,KES,107.75,alpha_vantage,USD/KES
2020-08-04,USD,KES,107.78,alpha_vantage,USD/KES
2020-08-05,USD,KES,107.9,alpha_vantage,USD/KES
2020-08-06,USD,KES,107.9,alpha_vantage,USD/KES
2020-08-07,USD,KES,107.9,alpha_vantage,USD/KES
2020-08-10,USD,KES,108,alpha_vantage,USD/KES
2020-08-11,USD,KES,108.2,alpha_vantage,USD/KES
2020-08-12,USD,KES,108.3,alpha_vantage,USD/KES
2020-08-13,USD,KES,108.2,alpha_vantage,USD/KES
2020-08-14,USD,KES,108.3,alpha_vantage,USD/KES
2020-08-17,USD,KES,108.25,alpha_vantage,USD/KES
2020-08-18,USD,KES,108.35,alpha_vantage,USD/KES
2020-08-19,USD,KES,108.45,alpha_vantage,USD/KES
2020-08-20,USD,KES,108,alpha_vantage,USD/KES
2020-08-21,USD,KES,107.95,alpha_vantage,USD/KES
2020-08-24,USD,KES,107.95,alpha_vantage,USD/KES
2020-08-25,USD,KES,108.15,alpha_vantage,USD/KES
2020-08-26,USD,KES,108.1,alpha_vantage,USD/KES
2020-08-27,USD,KES,108.2,alpha_vantage,USD/KES
2020-08-28,USD,KES,108.15,alpha_vantage,USD/KES
2020-08-31,USD,KES,108.15,alpha_vantage,USD/KES
2020-09-01,USD,KES,108.2,alpha_vantage,USD/KES
2020-09-02,USD,KES,108.2,alpha_vantage,USD/KES
2020-09-03,USD,KES,108.25,alpha_vantage,USD/KES
2020-09-04,USD,KES,108.2,alpha_vantage,USD/KES
2020-09-07,USD,KES,108.25,alpha_vantage,USD/KES
2020-09-08,USD,KES,108.35,alpha_vantage,USD/KES
2020-09-09,USD,KES,108.3,alpha_vantage,USD/KES
2020-09-10,USD,KES,108.35,alpha_vantage,USD/KES
2020-09-11,USD,KES,108.4,alpha_vantage,USD/KES
2020-09-14,USD,KES,108.5,alpha_vantage,USD/KES
2020-09-15,USD,KES,108.55,alpha_vantage,USD/KES
2020-09-16,USD,KES,108.3,alpha_vantage,USD/KES
2020-09-17,USD,KES,108.35,alpha_vantage,USD/KES
2020-09-18,USD,KES,108.4,alpha_vantage,USD/KES
2020-09-21,USD,KES,108.3,alpha_vantage,USD/KES
2020-09-22,USD,KES,108.4,alpha_vantage,USD/KES
2020-09-23,USD,KES,108.35,alpha_vantage,USD/KES
2020-09-24,USD,KES,108.4,alpha_vantage,USD/KES
2020-09-25,USD,KES,108.4,alpha_vantage,USD/KES
2020-09-28,USD,KES,108.4,alpha_vantage,USD/KES
2020-09-29,USD,KES,108.3,alpha_vantage,USD/KES
2020-09-30,USD,KES,108.4,alpha_vantage,USD/KES
2020-10-01,USD,KES,108.4,alpha_vantage,USD/KES
2020-10-02,USD,KES,108.4,alpha_vantage,USD/KES
2020-10-05,USD,KES,108.4,alpha_vantage,USD/KES
2020-10-06,USD,KES,108.4,alpha_vantage,USD/KES
2020-10-07,USD,KES,108.5,alpha_vantage,USD/KES
2020-10-08,USD,KES,108.4,alpha_vantage,USD/KES
2020-10-09,USD,KES,108.4,alpha_vantage,USD/KES
2020-10-12,USD,KES,108.4,alpha_vantage,USD/KES
2020-10-13,USD,KES,108.5,alpha_vantage,USD/KES
2020-10-14,USD,KES,108.55,alpha_vantage,USD/KES
2020-10-15,USD,KES,108.55,alpha_vantage,USD/KES
2020-10-16,USD,KES,108.6,alpha_vantage,USD/KES
2020-10-19,USD,KES,108.6,alpha_vantage,USD/KES
2020-10-20,USD,KES,108.6,alpha_vantage,USD/KES
2020-10-21,USD,KES,108.7,alpha_vantage,USD/KES
2020-10-22,USD,KES,108.6,alpha_vantage,USD/KES
2020-10-23,USD,KES,108.7,alpha_vantage,USD/KES
2020-10-26,USD,KES,108.8,alpha_vantage,USD/KES
2020-10-27,USD,KES,108.75,alpha_vantage,USD/KES
2020-10-28,USD,KES,108.7,alpha_vantage,USD/KES
2020-10-29,USD,KES,108.8,alpha_vantage,USD/KES
2020-10-30,USD,KES,108.8,alpha_vantage,USD/KES
2020-11-02,USD,KES,108.75,alpha_vantage,USD/KES
2020-11-03,USD,KES,108.7,alpha_vantage,USD/KES
2020-11-04,USD,KES,108.8,alpha_vantage,USD/KES
2020-11-05,USD,KES,108.85,alpha_vantage,USD/KES
2020-11-06,USD,KES,108.8,alpha_vantage,USD/KES
2020-11-09,USD,KES,108.8,alpha_vantage,USD/KES
2020-11-10,USD,KES,108.85,alpha_vantage,USD/KES
2020-11-11,USD,KES,108.85,alpha_vantage,USD/KES
2020-11-12,USD,KES,109,alpha_vantage,USD/KES
2020-11-13,USD,KES,109.15,alpha_vantage,USD/KES
2020-11-16,USD,KES,109.05,alpha_vantage,USD/KES
2020-11-17,USD,KES,109.2,alpha_vantage,USD/KES
2020-11-18,USD,KES,109.3,alpha_vantage,USD/KES
2020-11-19,USD,KES,109.2,alpha_vantage,USD/KES
2020-11-20,USD,KES,109.4,alpha_vantage,USD/KES
2020-11-23,USD,KES,109.4,alpha_vantage,USD/KES
2020-11-24,USD,KES,109.55,alpha_vantage,USD/KES
2020-11-25,USD,KES,109.55,alpha_vantage,USD/KES
2020-11-26,USD,KES,109.96,alpha_vantage,USD/KES
2020-11-27,USD,KES,110,alpha_vantage,USD/KES
2020-11-30,USD,KES,110.1,alpha_vantage,USD/KES
2020-12-01,USD,KES,110.05,alpha_vantage,USD/KES
2020-12-02,USD,KES,110.4,alpha_vantage,USD/KES
2020-12-03,USD,KES,110.8,alpha_vantage,USD/KES
2020-12-04,USD,KES,110.8,alpha_vantage,USD/KES
2020-12-07,USD,KES,111.3,alpha_vantage,USD/KES
2020-12-08,USD,KES,111.35,alpha_vantage,USD/KES
2020-12-09,USD,KES,111.45,alpha_vantage,USD/KES
2020-12-10,USD,KES,111.4,alpha_vantage,USD/KES
2020-12-11,USD,KES,111.45,alpha_vantage,USD/KES
2020-12-14,USD,KES,111.45,alpha_vantage,USD/KES
2020-12-15,USD,KES,111.5,alpha_vantage,USD/KES
2020-12-16,USD,KES,111.5,alpha_vantage,USD/KES
2020-12-17,USD,KES,111.45,alpha_vantage,USD/KES
2020-12-18,USD,KES,111.3,alpha_vantage,USD/KES
2020-12-21,USD,KES,110.95,alpha_vantage,USD/KES
2020-12-22,USD,KES,109.3,alpha_vantage,USD/KES
2020-12-23,USD,KES,108.65,alpha_vantage,USD/KES
2020-12-24,USD,KES,108.7,alpha_vantage,USD/KES
2020-12-25,USD,KES,108.7,alpha_vantage,USD/KES
2020-12-28,USD,KES,108.65,alpha_vantage,USD/KES
2020-12-29,USD,KES,108.95,alpha_vantage,USD/KES
2020-12-30,USD,KES,109.05,alpha_vantage,USD/KES
2020-12-31,USD,KES,109.15,alpha_vantage,USD/KES
2021-01-01,USD,KES,109.15,alpha_vantage,USD/KES
2021-01-04,USD,KES,109.2,alpha_vantage,USD/KES
2021-01-05,USD,KES,109.3,alpha_vantage,USD/KES
2021-01-06,USD,KES,109.4,alpha_vantage,USD/KES
2021-01-07,USD,KES,109.45,alpha_vantage,USD/KES
2021-01-08,USD,KES,109.4,alpha_vantage,USD/KES
2021-01-11,USD,KES,109.45,alpha_vantage,USD/KES
2021-01-12,USD,KES,109.6,alpha_vantage,USD/KES
2021-01-13,USD,KES,109.85,alpha_vantage,USD/KES
2021-01-14,USD,KES,110,alpha_vantage,USD/KES
2021-01-15,USD,KES,109.9,alpha_vantage,USD/KES
2021-01-18,USD,KES,110,alpha_vantage,USD/KES
2021-01-19,USD,KES,110.05,alpha_vantage,USD/KES
2021-01-20,USD,KES,110.1,alpha_vantage,USD/KES
2021-01-21,USD,KES,109.7,alpha_vantage,USD/KES
2021-01-22,USD,KES,109.95,alpha_vantage,USD/KES
2021-01-25,USD,KES,109.95,alpha_vantage,USD/KES
2021-01-26,USD,KES,110,alpha_vantage,USD/KES
2021-01-27,USD,KES,110.05,alpha_vantage,USD/KES
2021-01-28,USD,KES,110.05,alpha_vantage,USD/KES
2021-01-29,USD,KES,110.05,alpha_vantage,USD/KES
2021-02-01,USD,KES,110,alpha_vantage,USD/KES
2021-02-02,USD,KES,110.05,alpha_vantage,USD/KES
2021-02-03,USD,KES,109.8,alpha_vantage,USD/KES
2021-02-04,USD,KES,109.7,alpha_vantage,USD/KES
2021-02-05,USD,KES,109.55,alpha_vantage,USD/KES
2021-02-08,USD,KES,109.55,alpha_vantage,USD/KES
2021-02-09,USD,KES,109.45,alpha_vantage,USD/KES
2021-02-10,USD,KES,109.35,alpha_vantage,USD/KES
2021-02-11,USD,KES,109.35,alpha_vantage,USD/KES
2021-02-12,USD,KES,109.35,alpha_vantage,USD/KES
2021-02-15,USD,KES,109.35,alpha_vantage,USD/KES
2021-02-16,USD,KES,109.35,alpha_vantage,USD/KES
2021-02-17,USD,KES,109.45,alpha_vantage,USD/KES
2021-02-18,USD,KES,109.35,alpha_vantage,USD/KES
2021-02-19,USD,KES,109.4,alpha_vantage,USD/KES
2021-02-22,USD,KES,109.5,alpha_vantage,USD/KES
2021-02-23,USD,KES,109.6,alpha_vantage,USD/KES
2021-02-24,USD,KES,109.65,alpha_vantage,USD/KES
2021-02-25,USD,KES,109.7,alpha_vantage,USD/KES
2021-02-26,USD,KES,109.7,alpha_vantage,USD/KES
2021-03-01,USD,KES,109.7,alpha_vantage,USD/KES
2021-03-02,USD,KES,109.7,alpha_vantage,USD/KES
2021-03-03,USD,KES,109.55,alpha_vantage,USD/KES
2021-03-04,USD,KES,109.5,alpha_vantage,USD/KES
2021-03-05,USD,KES,109.55,alpha_vantage,USD/KES
2021-03-08,USD,KES,109.55,alpha_vantage,USD/KES
2021-03-09,USD,KES,109.55,alpha_vantage,USD/KES
2021-03-10,USD,KES,109.55,alpha_vantage,USD/KES
2021-03-11,USD,KES,109.55,alpha_vantage,USD/KES
2021-03-12,USD,KES,109.55,alpha_vantage,USD/KES
2021-03-15,USD,KES,109.55,alpha_vantage,USD/KES
2021-03-16,USD,KES,109.6,alpha_vantage,USD/KES
2021-03-17,USD,KES,109.7,alpha_vantage,USD/KES
2021-03-18,USD,KES,109.75,alpha_vantage,USD/KES
2021-03-19,USD,KES,109.55,alpha_vantage,USD/KES
2021-03-22,USD,KES,109.75,alpha_vantage,USD/KES
2021-03-23,USD,KES,109.7,alpha_vantage,USD/KES
2021-03-24,USD,KES,109.75,alpha_vantage,USD/KES
2021-03-25,USD,KES,109.7,alpha_vantage,USD/KES
2021-03-26,USD,KES,109.75,alpha_vantage,USD/KES
2021-03-29,USD,KES,109.6,alpha_vantage,USD/KES
2021-03-30,USD,KES,109.45,alpha_vantage,USD/KES
2021-03-31,USD,KES,109.3,alpha_vantage,USD/KES
2021-04-01,USD,KES,108.8,alpha_vantage,USD/KES
2021-04-02,USD,KES,108.8,alpha_vantage,USD/KES
2021-04-05,USD,KES,108.8,alpha_vantage,USD/KES
2021-04-06,USD,KES,108.5,alpha_vantage,USD/KES
2021-04-07,USD,KES,108.1,alpha_vantage,USD/KES
2021-04-08,USD,KES,107.85,alpha_vantage,USD/KES
2021-04-09,USD,KES,107.15,alpha_vantage,USD/KES
2021-04-12,USD,KES,107,alpha_vantage,USD/KES
2021-04-13,USD,KES,106.8,alpha_vantage,USD/KES
2021-04-14,USD,KES,106.7,alpha_vantage,USD/KES
2021-04-15,USD,KES,107,alpha_vantage,USD/KES
2021-04-16,USD,KES,107.4,alpha_vantage,USD/KES
2021-04-19,USD,KES,107.9,alpha_vantage,USD/KES
2021-04-20,USD,KES,108,alpha_vantage,USD/KES
2021-04-21,USD,KES,108.35,alpha_vantage,USD/KES
2021-04-22,USD,KES,108.45,alpha_vantage,USD/KES
2021-04-23,USD,KES,108.45,alpha_vantage,USD/KES
2021-04-26,USD,KES,108,alpha_vantage,USD/KES
2021-04-27,USD,KES,107.7,alpha_vantage,USD/KES
2021-04-28,USD,KES,107.75,alpha_vantage,USD/KES
2021-04-29,USD,KES,107.76,alpha_vantage,USD/KES
2021-04-30,USD,KES,107.7,alpha_vantage,USD/KES
2021-05-03,USD,KES,107.6,alpha_vantage,USD/KES
2021-05-04,USD,KES,107.15,alpha_vantage,USD/KES
2021-05-05,USD,KES,106.9,alpha_vantage,USD/KES
2021-05-06,USD,KES,106.7,alpha_vantage,USD/KES
2021-05-07,USD,KES,106.6,alpha_vantage,USD/KES
2021-05-10,USD,KES,106.45,alpha_vantage,USD/KES
2021-05-11,USD,KES,106.65,alpha_vantage,USD/KES
2021-05-12,USD,KES,106.9,alpha_vantage,USD/KES
2021-05-13,USD,KES,107.1,alpha_vantage,USD/KES
2021-05-14,USD,KES,107.1,alpha_vantage,USD/KES
2021-05-17,USD,KES,107.1,alpha_vantage,USD/KES
2021-05-18,USD,KES,107.4,alpha_vantage,USD/KES
2021-05-19,USD,KES,107.85,alpha_vantage,USD/KES
2021-05-20,USD,KES,108.1,alpha_vantage,USD/KES
2021-05-21,USD,KES,108.1,alpha_vantage,USD/KES
2021-05-24,USD,KES,107.95,alpha_vantage,USD/KES
2021-05-25,USD,KES,107.6,alpha_vantage,USD/KES
2021-05-26,USD,KES,107.45,alpha_vantage,USD/KES
2021-05-27,USD,KES,107.4,alpha_vantage,USD/KES
2021-05-28,USD,KES,107.5,alpha_vantage,USD/KES
2021-05-31,USD,KES,107.6,alpha_vantage,USD/KES
2021-06-01,USD,KES,107.6,alpha_vantage,USD/KES
2021-06-02,USD,KES,107.65,alpha_vantage,USD/KES
2021-06-03,USD,KES,107.7,alpha_vantage,USD/KES
2021-06-04,USD,KES,107.75,alpha_vantage,USD/KES
2021-06-07,USD,KES,107.8,alpha_vantage,USD/KES
2021-06-08,USD,KES,107.85,alpha_vantage,USD/KES
2021-06-09,USD,KES,107.8,alpha_vantage,USD/KES
2021-06-10,USD,KES,107.8,alpha_vantage,USD/KES
2021-06-11,USD,KES,107.7,alpha_vantage,USD/KES
2021-06-14,USD,KES,107.7,alpha_vantage,USD/KES
2021-06-15,USD,KES,107.65,alpha_vantage,USD/KES
2021-06-16,USD,KES,107.7,alpha_vantage,USD/KES
2021-06-17,USD,KES,107.7,alpha_vantage,USD/KES
2021-06-18,USD,KES,107.7,alpha_vantage,USD/KES
2021-06-21,USD,KES,107.7,alpha_vantage,USD/KES
2021-06-22,USD,KES,107.7,alpha_vantage,USD/KES
2021-06-23,USD,KES,107.7,alpha_vantage,USD/KES
2021-06-24,USD,KES,107.65,alpha_vantage,USD/KES
2021-06-25,USD,KES,107.65,alpha_vantage,USD/KES
2021-06-28,USD,KES,107.65,alpha_vantage,USD/KES
2021-06-29,USD,KES,107.75,alpha_vantage,USD/KES
2021-06-30,USD,KES,107.75,alpha_vantage,USD/KES
2021-07-01,USD,KES,107.9,alpha_vantage,USD/KES
2021-07-02,USD,KES,107.85,alpha_vantage,USD/KES
2021-07-05,USD,KES,107.85,alpha_vantage,USD/KES
2021-07-06,USD,KES,107.85,alpha_vantage,USD/KES
2021-07-07,USD,KES,107.85,alpha_vantage,USD/KES
2021-07-08,USD,KES,107.85,alpha_vantage,USD/KES
2021-07-09,USD,KES,107.85,alpha_vantage,USD/KES
2021-07-12,USD,KES,107.85,alpha_vantage,USD/KES
2021-07-13,USD,KES,107.85,alpha_vantage,USD/KES
2021-07-14,USD,KES,107.9,alpha_vantage,USD/KES
2021-07-15,USD,KES,108.1,alpha_vantage,USD/KES
2021-07-16,USD,KES,108.1,alpha_vantage,USD/KES
2021-07-19,USD,KES,108.1,alpha_vantage,USD/KES
2021-07-20,USD,KES,108.1,alpha_vantage,USD/KES
2021-07-21,USD,KES,108.1,alpha_vantage,USD/KES
2021-07-22,USD,KES,108.1,alpha_vantage,USD/KES
2021-07-23,USD,KES,108.2,alpha_vantage,USD/KES
2021-07-26,USD,KES,108.4,alpha_vantage,USD/KES
2021-07-27,USD,KES,108.45,alpha_vantage,USD/KES
2021-07-28,USD,KES,108.5,alpha_vantage,USD/KES
2021-07-29,USD,KES,108.55,alpha_vantage,USD/KES
2021-07-30,USD,KES,108.45,alpha_vantage,USD/KES
2021-08-02,USD,KES,108.55,alpha_vantage,USD/KES
2021-08-03,USD,KES,108.55,alpha_vantage,USD/KES
2021-08-04,USD,KES,108.6,alpha_vantage,USD/KES
2021-08-05,USD,KES,108.65,alpha_vantage,USD/KES
2021-08-06,USD,KES,108.65,alpha_vantage,USD/KES
2021-08-09,USD,KES,108.8,alpha_vantage,USD/KES
2021-08-10,USD,KES,108.95,alpha_vantage,USD/KES
2021-08-11,USD,KES,109.05,alpha_vantage,USD/KES
2021-08-12,USD,KES,109.1,alpha_vantage,USD/KES
2021-08-13,USD,KES,109.2,alpha_vantage,USD/KES
2021-08-16,USD,KES,109.3,alpha_vantage,USD/KES
2021-08-17,USD,KES,109.35,alpha_vantage,USD/KES
2021-08-18,USD,KES,109.4,alpha_vantage,USD/KES
2021-08-19,USD,KES,109.4,alpha_vantage,USD/KES
2021-08-20,USD,KES,109.5,alpha_vantage,USD/KES
2021-08-23,USD,KES,109.49,alpha_vantage,USD/KES
2021-08-24,USD,KES,109.5,alpha_vantage,USD/KES
2021-08-25,USD,KES,109.64,alpha_vantage,USD/KES
2021-08-26,USD,KES,109.65,alpha_vantage,USD/KES
2021-08-27,USD,KES,109.74,alpha_vantage,USD/KES
2021-08-30,USD,KES,109.8,alpha_vantage,USD/KES
2021-08-31,USD,KES,109.8,alpha_vantage,USD/KES
2021-09-01,USD,KES,109.85,alpha_vantage,USD/KES
2021-09-02,USD,KES,109.9,alpha_vantage,USD/KES
2021-09-03,USD,KES,109.92,alpha_vantage,USD/KES
2021-09-06,USD,KES,109.95,alpha_vantage,USD/KES
2021-09-07,USD,KES,109.96,alpha_vantage,USD/KES
2021-09-08,USD,KES,110,alpha_vantage,USD/KES
2021-09-09,USD,KES,109.74,alpha_vantage,USD/KES
2021-09-10,USD,KES,109.75,alpha_vantage,USD/KES
2021-09-13,USD,KES,109.8,alpha_vantage,USD/KES
2021-09-14,USD,KES,109.85,alpha_vantage,USD/KES
2021-09-15,USD,KES,109.95,alpha_vantage,USD/KES
2021-09-16,USD,KES,110.05,alpha_vantage,USD/KES
2021-09-17,USD,KES,110.1,alpha_vantage,USD/KES
2021-09-20,USD,KES,110.1,alpha_vantage,USD/KES
2021-09-21,USD,KES,110.2,alpha_vantage,USD/KES
2021-09-22,USD,KES,110.2,alpha_vantage,USD/KES
2021-09-23,USD,KES,110.3,alpha_vantage,USD/KES
2021-09-24,USD,KES,110.3,alpha_vantage,USD/KES
2021-09-27,USD,KES,110.35,alpha_vantage,USD/KES
2021-09-28,USD,KES,110.35,alpha_vantage,USD/KES
2021-09-29,USD,KES,110.4,alpha_vantage,USD/KES
2021-09-30,USD,KES,110.35,alpha_vantage,USD/KES
2021-10-01,USD,KES,110.45,alpha_vantage,USD/KES
2021-10-04,USD,KES,110.4,alpha_vantage,USD/KES
2021-10-05,USD,KES,110.55,alpha_vantage,USD/KES
2021-10-06,USD,KES,110.6,alpha_vantage,USD/KES
2021-10-07,USD,KES,110.65,alpha_vantage,USD/KES
2021-10-08,USD,KES,110.65,alpha_vantage,USD/KES
2021-10-11,USD,KES,110.65,alpha_vantage,USD/KES
2021-10-12,USD,KES,110.72,alpha_vantage,USD/KES
2021-10-13,USD,KES,110.75,alpha_vantage,USD/KES
2021-10-14,USD,KES,110.8,alpha_vantage,USD/KES
2021-10-15,USD,KES,110.8,alpha_vantage,USD/KES
2021-10-18,USD,KES,110.8,alpha_vantage,USD/KES
2021-10-19,USD,KES,110.94,alpha_vantage,USD/KES
2021-10-20,USD,KES,110.94,alpha_vantage,USD/KES
2021-10-21,USD,KES,110.95,alpha_vantage,USD/KES
2021-10-22,USD,KES,111,alpha_vantage,USD/KES
2021-10-25,USD,KES,111.05,alpha_vantage,USD/KES
2021-10-26,USD,KES,110.95,alpha_vantage,USD/KES
2021-10-27,USD,KES,111,alpha_vantage,USD/KES
2021-10-28,USD,KES,111.05,alpha_vantage,USD/KES
2021-10-29,USD,KES,111.1,alpha_vantage,USD/KES
2021-11-01,USD,KES,111.15,alpha_vantage,USD/KES
2021-11-02,USD,KES,111.25,alpha_vantage,USD/KES
2021-11-03,USD,KES,111.1,alpha_vantage,USD/KES
2021-11-04,USD,KES,111.5,alpha_vantage,USD/KES
2021-11-05,USD,KES,111.5,alpha_vantage,USD/KES
2021-11-08,USD,KES,111.65,alpha_vantage,USD/KES
2021-11-09,USD,KES,111.6,alpha_vantage,USD/KES
2021-11-10,USD,KES,111.7,alpha_vantage,USD/KES
2021-11-11,USD,KES,111.8,alpha_vantage,USD/KES
2021-11-12,USD,KES,111.8,alpha_vantage,USD/KES
2021-11-15,USD,KES,111.65,alpha_vantage,USD/KES
2021-11-16,USD,KES,112.05,alpha_vantage,USD/KES
2021-11-17,USD,KES,112,alpha_vantage,USD/KES
2021-11-18,USD,KES,112.2,alpha_vantage,USD/KES
2021-11-19,USD,KES,112,alpha_vantage,USD/KES
2021-11-22,USD,KES,112.1,alpha_vantage,USD/KES
2021-11-23,USD,KES,112.3,alpha_vantage,USD/KES
2021-11-24,USD,KES,112.1,alpha_vantage,USD/KES
2021-11-25,USD,KES,112.3,alpha_vantage,USD/KES
2021-11-26,USD,KES,112.4,alpha_vantage,USD/KES
2021-11-29,USD,KES,112.4,alpha_vantage,USD/KES
2021-11-30,USD,KES,112.4,alpha_vantage,USD/KES
2021-12-01,USD,KES,112.5,alpha_vantage,USD/KES
2021-12-02,USD,KES,112.55,alpha_vantage,USD/KES
2021-12-03,USD,KES,112.6,alpha_vantage,USD/KES
2021-12-06,USD,KES,112.65,alpha_vantage,USD/KES
2021-12-07,USD,KES,112.8,alpha_vantage,USD/KES
2021-12-08,USD,KES,112.78,alpha_vantage,USD/KES
2021-12-09,USD,KES,112.85,alpha_vantage,USD/KES
2021-12-10,USD,KES,112.85,alpha_vantage,USD/KES
2021-12-13,USD,KES,112.85,alpha_vantage,USD/KES
2021-12-14,USD,KES,112.85,alpha_vantage,USD/KES
2021-12-15,USD,KES,112.95,alpha_vantage,USD/KES
2021-12-16,USD,KES,112.9,alpha_vantage,USD/KES
2021-12-17,USD,KES,113,alpha_vantage,USD/KES
2021-12-20,USD,KES,112.95,alpha_vantage,USD/KES
2021-12-21,USD,KES,112.95,alpha_vantage,USD/KES
2021-12-22,USD,KES,113,alpha_vantage,USD/KES
2021-12-23,USD,KES,112.95,alpha_vantage,USD/KES
2021-12-24,USD,KES,113,alpha_vantage,USD/KES
2021-12-27,USD,KES,113,alpha_vantage,USD/KES
2021-12-28,USD,KES,113.05,alpha_vantage,USD/KES
2021-12-29,USD,KES,113.05,alpha_vantage,USD/KES
2021-12-30,USD,KES,113.05,alpha_vantage,USD/KES
2021-12-31,USD,KES,113.05,alpha_vantage,USD/KES
2022-01-03,USD,KES,113.05,alpha_vantage,USD/KES
2022-01-04,USD,KES,113.05,alpha_vantage,USD/KES
2022-01-05,USD,KES,113.15,alpha_vantage,USD/KES
2022-01-06,USD,KES,113,alpha_vantage,USD/KES
2022-01-07,USD,KES,113.05,alpha_vantage,USD/KES
2022-01-10,USD,KES,113.25,alpha_vantage,USD/KES
2022-01-11,USD,KES,113.05,alpha_vantage,USD/KES
2022-01-12,USD,KES,113.25,alpha_vantage,USD/KES
2022-01-13,USD,KES,113.25,alpha_vantage,USD/KES
2022-01-14,USD,KES,113.35,alpha_vantage,USD/KES
2022-01-17,USD,KES,113.35,alpha_vantage,USD/KES
2022-01-18,USD,KES,113.45,alpha_vantage,USD/KES
2022-01-19,USD,KES,113.4,alpha_vantage,USD/KES
2022-01-20,USD,KES,113.45,alpha_vantage,USD/KES
2022-01-21,USD,KES,113.45,alpha_vantage,USD/KES
2022-01-24,USD,KES,113.45,alpha_vantage,USD/KES
2022-01-25,USD,KES,113.45,alpha_vantage,USD/KES
2022-01-26,USD,KES,113.45,alpha_vantage,USD/KES
2022-01-27,USD,KES,113.45,alpha_vantage,USD/KES
2022-01-28,USD,KES,113.5,alpha_vantage,USD/KES
2022-01-31,USD,KES,113.5,alpha_vantage,USD/KES
2022-02-01,USD,KES,113.5,alpha_vantage,USD/KES
2022-02-02,USD,KES,113.45,alpha_vantage,USD/KES
2022-02-03,USD,KES,113.55,alpha_vantage,USD/KES
2022-02-04,USD,KES,113.5,alpha_vantage,USD/KES
2022-02-07,USD,KES,113.55,alpha_vantage,USD/KES
2022-02-08,USD,KES,113.55,alpha_vantage,USD/KES
2022-02-09,USD,KES,113.55,alpha_vantage,USD/KES
2022-02-10,USD,KES,113.55,alpha_vantage,USD/KES
2022-02-11,USD,KES,113.5,alpha_vantage,USD/KES
2022-02-14,USD,KES,113.45,alpha_vantage,USD/KES
2022-02-15,USD,KES,113.55,alpha_vantage,USD/KES
2022-02-16,USD,KES,113.55,alpha_vantage,USD/KES
2022-02-17,USD,KES,113.6,alpha_vantage,USD/KES
2022-02-18,USD,KES,113.6,alpha_vantage,USD/KES
2022-02-21,USD,KES,113.65,alpha_vantage,USD/KES
2022-02-22,USD,KES,113.6,alpha_vantage,USD/KES
2022-02-23,USD,KES,113.75,alpha_vantage,USD/KES
